jurickson profar,ezequiel tovar,ryan mcmahon,elias diaz,c.j. cron,nolan jones,randal grichuk,elehuris montero,harold castro,chase anderson
9.227992781330842,11.252138223129032,9.396251392542014,9.480392365925647,9.042075250770319,9.11701160548715,9.186235460799539,9.264749122846279,11.449432012543555,5.714821697360112
9.964329374944773,9.17599241206617,9.60622640943454,9.433605203030076,10.573048916715173,9.692361950829204,9.082639423947429,9.097229739320735,9.257739701548378,2.2001925456099425
9.48734098473671,9.491886577579775,9.069220405228826,9.088580713386229,9.078118274393,9.260330593696478,9.792136338969957,9.487241872756668,9.490059730363997,3.8172558547791597
9.049702753789825,9.241725409935494,9.062860706421176,9.37182792127905,9.429997668611216,9.372254523687987,9.21354338561731,9.339424283990178,9.25724860202412,3.5009895296144586
9.326956568440302,9.480923612577943,9.501769794740932,9.317724167815053,9.645639807426972,9.220641170823969,9.16966081854013,9.837962952449312,10.760750976930693,5.304713082207318
9.189550217206618,9.503030943027248,9.99841275888836,9.084537539440193,9.306866606114001,9.103389727925865,9.528348858002605,10.208678548816586,9.404745939328995,7.079549713102812
10.642737825944412,9.442189524696799,9.708232301749128,11.391711852958757,9.490251331142293,9.041856624114885,9.06505466538857,9.176871516596732,9.203465713015435,5.910483948032232
9.568401234935909,9.640995696839367,9.112709092524872,9.775466060812239,9.066624244923165,10.017950018538532,10.194476672963093,9.295824718721137,9.676152305279146,5.9680504958417595
9.32693175338024,9.528568597601112,9.42447966015708,11.185891228535871,9.048051728078013,9.270667498072944,9.173417592859366,9.33287031686003,10.004956465798678,6.273587232043982
11.240764544722893,9.678608675968889,11.20289655602526,9.239166753236672,10.895660371026969,9.575904661812913,11.415679497529966,9.901709098885497,10.645727547706544,5.410865444281323
9.413648636002838,9.327217212628954,9.336286163129444,9.370446065816386,9.0421746220033,9.114452314319738,9.568033482025943,9.09780932204589,9.197895031146176,6.457687298450083
9.348878327825723,9.596669526318784,9.492011309124536,9.104528781003236,9.056631535747117,9.677055730917356,9.125652909003108,9.792036058294022,9.22641224804916,5.903626997301922
9.250804824755196,9.384937664638212,9.275371019215754,10.594193601924335,10.65039461703263,9.128355136960735,10.270177961401016,9.369422388874103,10.626578937585458,9.843059671055041
10.99772812305316,9.976875254287634,9.171928966759223,9.043029275812932,9.21518563752022,9.377838556256187,9.576239224661348,11.860470488006822,9.42697039358784,8.293739976787613
9.247378441204818,9.220583293354716,10.862025979699563,9.052928074318475,9.307017144393969,9.056943661270068,12.081024677450179,9.575835625521373,9.926106676378973,8.240775877891215
9.09773412235684,9.719801205939637,9.302769607827734,10.900838931779624,9.593276400766982,10.607340920707937,9.101873448730515,9.612802588560287,9.56475773324549,9.035937187775897
9.45141069087841,9.107234621912664,9.452638473080322,9.163399049315093,9.294199017931687,9.706772754920385,11.746520196232314,9.416542362612383,9.348781436345861,9.379557109049816
9.539126132874529,9.046891918089768,10.587056856179426,9.243232091213953,9.194417495236738,9.321181405803303,9.193730096209972,14.729870577673635,9.875519439478735,4.995623134448087
9.833126030758763,9.345346209510069,11.047529610015758,9.187521764021552,9.101569503832087,9.292932021806646,9.13835622836244,9.10776194915249,9.232960789134651,7.600935365935107
9.387401373753491,9.534056458767187,11.147786223525411,9.074715915402045,9.611861511888826,10.838558381501217,12.028815723755642,9.113180273562358,9.42324514626296,7.289815622275843
9.920130594099918,9.047676353890438,9.787827598095198,11.55442579488127,9.180405030755722,10.253057778212797,9.562246860421782,9.140158251133451,10.400400247047642,5.86546390154003
10.368489153943212,10.184539794941395,9.236301642082717,9.193594566758462,9.461373203329766,11.000833932239969,10.772782649035538,9.988723396259047,9.229619794158651,5.163034207424012
9.672318980601753,9.626473460346325,11.107968421711389,11.860037700106306,9.904752317038016,11.215764709810504,9.579132665642693,10.557502837280316,9.602809547413056,5.960807882870819
9.309579089802238,10.369216620283304,9.127268437652347,9.539220039449418,10.06496921962074,9.170557726041665,9.841880481409573,9.108876790675833,9.516694987515034,5.735851832695569
9.396221959722823,9.75615848975259,9.307517752419724,9.139155547327828,9.667021123111981,10.913839980492622,9.256784858907228,10.913071720174543,9.580205734072118,7.143675521148841
9.586608263548758,9.764357684093216,9.106778932922772,9.031509518172342,9.074717491680564,10.48357668902866,9.067189693996474,9.194966695153372,9.194828637382559,5.0978957644783485
10.936265268161318,9.315521853824961,9.463280656026383,9.610684013172538,9.526843099144616,9.07912119988559,9.36183909261289,9.38754126193945,9.327531168118831,5.142153723761393
9.240340125047211,9.057865374139466,9.063616782575501,9.029305358684597,9.072601041314545,9.039482095757348,9.06513520749348,9.143461947349543,9.307251437585249,6.624040627609985
9.289594803534492,9.613706126366429,11.235940084712434,9.106702073002426,10.112146014241775,9.045610087284148,9.966139714839935,9.738175771724938,9.613715724296387,6.790126071760323
10.401761979683753,9.312147427985089,11.83210189200145,9.837902125386934,10.125925940520736,14.922375445579725,11.17241867328163,10.675906008657607,9.90411144802175,7.909049689906058
9.352350315186335,10.189680199185428,10.104964347545408,9.656972792150693,9.35130546829496,10.57989885543329,10.460889922093425,9.853704542347256,9.201328435295668,6.789832499853922
9.070727200431037,9.470794352580098,9.18082940150544,10.489850790202256,10.202436341770328,9.24278066052882,10.133088146994544,10.140401769897537,9.281968957736966,4.068406012462357
10.590918735363541,10.250122252753421,9.153023955297698,10.436389329243687,9.494285265440565,9.403930881352585,10.592084365205427,9.258558011845016,9.491021545850138,3.523865438982852
9.458633837809222,11.601841308388078,11.109648916158083,9.064175618227408,9.877406751614302,9.415234021682744,9.123688999545426,9.568622078517302,9.275968528032582,4.615432572728018
9.474889378529003,9.29442800887379,9.191427944636425,10.027231814801926,9.225490722170958,11.429598298911769,9.116638844270385,9.584130325893796,9.80029667558793,9.760867122389138
10.077521625762127,10.919835259400037,9.264661898779156,9.10966061059878,9.178279284775378,9.082147244967699,9.064114544913435,9.112130241625986,9.267217485393122,5.7724216082184325
10.358243952730009,9.327299031847772,9.759251025628519,9.28396132564326,10.1395565045894,9.213716044132537,9.103152370770966,9.096635303905831,9.197922035517028,5.274058197496295
9.62028822320106,9.242620130212128,9.130158929397673,9.668666039421488,9.488748930105604,9.298800080636337,9.594497304632121,9.269845100409,9.798996522776186,3.1319861062418544
9.329862129710179,9.295814376050425,9.535051987239004,10.365805762096652,9.049432020137477,9.245604599549214,9.706500381074555,9.412451107431146,11.117180956031431,5.537659222355513
9.544537335261117,9.855477055818163,9.915932426168519,9.069359946452165,9.21771330743045,9.3223177626818,9.171688524707593,9.10689679108718,9.289930821204583,7.7158964493737665
10.433339012943946,9.041917811599998,9.315370598566746,9.51151334549603,10.958759490861617,9.428742639157091,9.143324534173207,10.245970216302334,9.420158700830173,4.848871813957857
9.068627334725754,9.954045574641574,9.106074470776408,9.055970169924567,9.151262331887756,9.234048869209548,10.19076588022191,10.819126276763862,9.277499655134944,4.6879350851176955
9.297000756509433,9.264099094072856,10.117554706360206,9.857923838269805,12.997752224576576,9.443439798941252,9.13171688091105,9.09568956015659,10.487644064724632,4.481164281969014
9.143346166224935,9.254367713332735,11.754428747997178,9.100896760332844,9.239951060762767,9.237607196640125,9.232065567083897,9.097237402450643,10.289564941964201,5.004825028798321
9.112867112818423,10.668037684387494,10.23539131574197,9.23360839240685,9.160007830603577,10.065724394374767,9.126879688626993,9.188680218228829,10.968550518720356,6.3337294579242736
9.093600693637159,9.750674798460194,11.066860334990965,9.276715840797044,9.458745899948145,9.654752143399739,9.138310646991746,9.116671148535664,9.45247259941448,7.894964656426712
10.02663160144748,11.571394044279621,9.40105428354655,9.088392927543666,13.271649944711653,9.37846943395862,11.852215379345257,9.300592971486813,9.415483441507023,7.248014054399048
9.267888420952294,11.702830369303658,10.359506035567222,9.9293490150501,9.694475412140209,9.507454004437262,10.014722566052209,9.181929469262666,9.206191261438052,7.23818580405883
9.079539847958182,9.528478417156775,9.376891064801267,10.274450792329231,9.5040931617588,10.410035013042247,9.866484220242299,9.617485391258315,11.72042596251363,6.407629393760316
9.236630127320474,10.431989014380127,9.21225379437845,9.216193577633288,12.51637330746113,9.196789808646374,9.150095194829392,9.266401053153192,9.497332847460807,5.650137197965603
9.084902097676242,11.152117525395516,9.08349635166905,9.338413445559404,9.509415406408358,9.111018368522238,9.890028570314442,11.316231960207134,9.465464373330173,3.5416198229531126
9.766625507361338,9.711788527034104,9.35346427017295,9.966157984676855,9.525772022264091,9.081007585095673,9.880935428753366,9.270235845511733,9.5894463005238,6.980555025162636
9.097270143229329,9.045880165590699,11.130125026493161,9.774838096155094,9.189947147469777,9.24354369301946,10.250381308645549,9.121260041952851,9.858436284081426,4.18179805481239
9.339994805891779,9.307073020847415,9.062660033668438,9.319124453515403,9.072819170737487,9.415389812133327,9.100537776755704,9.247711418141005,9.234443395266087,4.474543213247896
9.600694814899347,9.11378736352468,9.152052182215835,10.119447787151762,9.301466515087254,9.252195299178327,9.066623395277663,9.106021122740247,9.531937915212579,6.817099922363841
10.436736485335489,11.737138881821078,9.174599247546846,9.364103507176154,9.557148755450193,9.737961428512607,9.733118659520743,9.78242855544847,9.586976037429466,7.991939248463893
9.156131341205864,9.069227004399675,11.101779032327876,9.14426811462102,9.93516152101798,9.659610741595257,9.171954518459302,11.547988804589224,9.89733570197535,5.852650698932049
9.469077220247545,9.76254932505028,9.100538891430572,11.167311452811271,9.051086629825784,10.105585985477722,9.82487817231593,10.717604946812754,9.207406572498803,5.942823763591775
10.080554039356278,9.109785260393913,10.005084039582993,9.479702365853994,9.113807683720616,9.120026813746234,10.327879237184064,9.187878344897937,9.219928398855167,5.910088961013541
9.477777997616839,9.040999972830182,9.093406532956724,9.055495788516692,9.37679768826336,9.161851348249668,9.083853971689962,9.58226200581507,9.423405760433454,7.147178453381644
9.406899140508884,9.058624907405616,9.154192083021465,10.018955349150007,9.245498017165154,9.280658406871222,9.435441407352632,9.100689256961328,9.241706605428408,7.713569445620999
10.58708316273925,9.09828741904285,9.26400544589006,12.011719104599829,9.375873243161598,9.220733162840954,10.969291734994595,10.935104540001493,9.36076772092518,5.723455646127618
9.36753424953392,9.740822708049143,11.36139262749409,9.457550846705624,10.469119273998093,9.041438529103075,9.086336817095292,9.846918055759781,9.780176182772104,5.766641431939712
9.37832987413389,11.103138898650865,9.202180862364218,11.850948464794127,9.319404211438522,9.142706196774126,9.203148901837114,9.45984141295481,10.066099610543676,5.857796388665974
9.668695326089331,9.478400545632594,9.5821254117559,9.71102712365561,9.208633025040905,9.95906394145392,9.698900895439209,9.905635005097992,10.018057608188426,9.320371030177897
9.317329332057767,9.715490868847596,9.34114386044908,9.120626778790903,9.54327040686805,9.464490775615953,9.339250739948511,9.315134845834605,9.524040685789002,5.824187180216749
9.556786669134526,9.40715880698813,10.290781013512659,9.764906257329471,9.375049440792626,9.067784027459256,10.029451541882892,11.342555580637091,10.499731831720473,7.126474456796232
9.212357645741179,9.078564364961206,11.308286516738928,9.074926672499858,9.070086066055392,9.076767515480926,9.071561635858544,9.102103527728602,9.194515437054022,8.262672518773972
9.28735841318098,10.111686673451139,9.13409763565814,9.3190018820932,10.17256218845414,9.265520708570774,9.06863589742807,11.658768926134412,9.377209916285354,5.835858441150194
9.936737673020785,9.228827185151612,9.387333114820358,10.262864508289748,10.401810535158265,9.964481484313,9.26432553061519,9.352312282668416,9.20824574579887,5.7750191832478945
9.541723055502217,9.3464788359672,9.967625975562562,9.44856919078492,9.060106856476661,12.522963736759635,9.493871332022692,9.514717662013936,9.966099768223172,3.1353689554222632
11.129157925807043,11.167831796260053,10.584805036311453,9.702239839890362,9.121162604230589,10.200533692943427,9.06666459414824,9.137326890481562,9.222835931424903,5.435519987754768
9.216330602474233,9.051502470313507,12.395103002894064,11.562512024528829,11.33280772104821,10.443119921933544,10.03699118899999,10.951215498217952,10.695518655245262,3.3638571788749014
9.983951327134166,10.662020725373536,10.918154446447103,10.629354900011139,9.050181816171358,9.144504015503372,9.477690244677508,9.222350356071573,9.194733788350593,4.756341278210815
9.185091060466572,9.042148304414134,10.855153543240212,9.763188398473485,9.039648138121848,9.09018559368058,9.14761780321941,9.095922924956518,9.228549060830664,6.443886527980604
12.677668438929803,9.69047849699415,10.84014396861636,10.196963577750452,10.390132847772994,9.814504183494485,9.337697427280272,12.703613840820445,9.846200642434951,4.432019739869311
9.074462022916414,9.095978287373619,9.218162592311808,9.147873542944447,9.892504713796647,9.169296961102301,9.538415778955589,9.130830978420116,9.523802974245767,6.019445800262432
10.010745384202274,9.088487340827918,9.928837223203768,9.286840517245556,9.042707721314414,9.423283131005261,9.196072497492127,10.055525503887164,9.399847192894462,6.1565875176666935
9.102100763571901,9.10596923403849,9.113589260050524,9.049614331206035,10.40086960941274,9.159083332306261,10.137641115370506,11.14907146494924,12.994209343338229,6.565993940322534
